Food_Item,Category,Calories,Protein_g,Fat_g,Carbs_g,Fiber_g,Vitamin_A_mcg,Vitamin_C_mg,Vitamin_D_IU,Vitamin_B12_mcg,Iron_mg,Calcium_mg,Zinc_mg,Folate_mcg,Magnesium_mg,Tags,Allergens,Health_Benefits
Cabbage (102g),Vegetable,585.0,4.9,1.7,58.8,7.9,475.1,87.3,250.8,0.97,0.4,79.8,2.5,276.8,143.4,Low-Fat,None,Heart Healthy
Muskmelon (104g),Fruit,179.6,16.5,11.1,8.1,1.2,391.9,60.2,203.9,0.06,5.8,176.1,1.4,299.4,120.2,Vegetarian,Nuts,Heart Healthy
Muskmelon (107g),Fruit,193.1,3.6,9.8,43.1,10.4,430.5,36.5,280.3,0.95,8.2,237.2,2.7,30.3,126.4,Diabetic-Friendly,None,Supports Bone Health
Tomato (91g),Vegetable,520.0,17.5,0.3,27.4,3.9,32.3,51.8,261.1,0.21,2.6,228.4,0.5,54.3,48.3,Diabetic-Friendly,Dairy,Heart Healthy
Spinach (95g),Vegetable,194.3,23.7,15.6,47.2,8.0,356.5,51.9,278.0,1.25,9.9,112.1,2.7,87.9,19.4,Vegan,Dairy,Boosts Immunity
Apple (89g),Fruit,193.8,20.9,28.7,36.5,2.7,287.9,11.6,248.9,0.18,2.6,120.7,4.5,163.0,17.1,High-Protein,Nuts,Supports Bone Health
Soybeans (93g),Legume,60.9,18.5,29.9,42.1,2.5,298.3,59.2,328.2,1.45,4.3,54.5,5.0,176.3,8.8,Diabetic-Friendly,Dairy,Boosts Immunity
Almonds (87g),Nut,328.3,17.3,12.3,20.4,1.2,727.5,70.0,58.5,1.92,2.8,38.4,4.9,92.8,143.0,Vegan,Dairy,Energy Boost
Groundnuts (117g),Nut,496.4,12.5,15.9,42.3,10.4,441.7,54.7,358.6,0.41,9.5,123.0,1.8,297.8,145.4,Diabetic-Friendly,Soy,Energy Boost
Bottle Gourd (110g),Vegetable,363.5,6.8,20.6,43.1,8.0,115.0,51.1,106.9,2.2,6.4,117.3,3.9,272.9,65.6,Low-Fat,Dairy,Heart Healthy
Mutton (109g),Meat,311.3,7.3,12.9,56.6,10.6,651.4,27.5,343.2,2.27,4.1,100.7,0.5,36.4,110.8,Vegan,Dairy,Energy Boost
Brown Rice (85g),Grain,451.2,14.1,14.8,52.6,11.6,339.8,45.8,292.3,1.15,5.2,299.4,4.5,280.7,63.8,Diabetic-Friendly,Dairy,Boosts Immunity
Brinjal (114g),Vegetable,454.8,6.5,22.2,57.1,9.9,704.4,47.5,243.7,1.46,9.7,205.6,4.4,211.8,37.6,Vegan,Gluten,Supports Bone Health
Green Peas (102g),Legume,572.4,10.9,11.4,23.0,1.5,731.3,22.5,215.6,1.84,1.3,96.8,1.5,89.2,112.0,Diabetic-Friendly,Nuts,Supports Bone Health
Groundnuts (112g),Nut,498.9,1.4,13.9,37.4,6.0,285.2,55.4,131.4,0.85,0.2,268.2,1.0,145.0,19.7,Low-Fat,Dairy,Boosts Immunity
Rajma (Kidney Beans) (112g),Legume,541.1,10.6,27.4,1.4,9.3,200.9,42.4,149.7,0.87,8.9,165.6,1.4,395.8,100.2,Low-Fat,Dairy,Supports Bone Health
Mutton (107g),Meat,23.4,22.1,21.3,7.5,3.6,107.8,37.9,132.5,0.08,6.7,285.0,4.8,393.3,22.2,Low-Fat,Soy,Heart Healthy
Carrot (100g),Vegetable,455.6,19.6,12.1,43.8,9.0,660.7,11.8,383.1,1.9,1.3,109.8,0.2,275.4,12.5,High-Protein,Nuts,Energy Boost
Spinach (107g),Vegetable,298.5,7.4,2.6,26.3,7.5,583.7,16.8,112.5,0.28,2.7,213.3,3.4,174.5,73.7,Vegan,Soy,Energy Boost
Banana (92g),Fruit,595.7,15.0,19.1,14.5,1.8,31.7,89.1,371.6,1.02,6.2,36.4,0.3,165.9,49.4,Vegetarian,Dairy,Improves Digestion
Brinjal (110g),Vegetable,55.6,11.0,1.6,7.5,4.5,754.5,64.0,98.8,2.15,1.9,10.2,3.3,132.0,46.4,High-Protein,Soy,Boosts Immunity
Brinjal (91g),Vegetable,166.3,12.5,10.1,7.6,8.1,546.7,69.3,52.1,0.87,8.1,225.5,3.0,243.9,39.5,High-Protein,Dairy,Energy Boost
Fish (Pomfret) (85g),Seafood,534.6,3.7,22.3,8.1,7.1,729.8,58.9,76.2,1.69,9.3,31.7,2.8,140.4,110.2,Vegetarian,Soy,Supports Bone Health
Chickpeas (88g),Legume,131.2,14.0,7.7,52.7,10.3,725.5,87.8,358.0,1.08,7.2,274.1,0.4,170.5,140.0,Diabetic-Friendly,None,Supports Bone Health
Guava (97g),Fruit,424.1,3.7,1.5,34.4,9.6,555.3,66.7,159.0,1.64,8.7,291.7,0.9,301.5,60.7,Low-Fat,Nuts,Energy Boost
Almonds (93g),Nut,126.8,4.4,6.6,42.1,10.6,632.7,41.0,283.1,1.26,3.1,73.9,3.6,223.1,29.8,Vegan,Soy,Supports Bone Health
Cashews (82g),Nut,391.0,23.6,8.4,8.8,10.5,42.2,88.2,395.8,0.5,1.3,198.1,3.2,389.0,52.1,Diabetic-Friendly,Gluten,Supports Bone Health
Bitter Gourd (119g),Vegetable,191.0,24.6,18.8,1.6,4.4,584.7,25.2,102.4,0.04,6.6,261.7,4.7,235.4,109.8,Low-Fat,Gluten,Energy Boost
Tofu (93g),Soy Product,493.8,5.9,8.1,35.3,9.7,602.6,14.0,92.7,1.74,3.7,271.6,0.6,76.7,31.8,Vegetarian,Dairy,Energy Boost
Potato (91g),Root,395.6,1.0,5.0,11.5,4.9,486.6,6.3,28.8,0.59,9.1,291.4,0.6,213.1,110.4,Vegan,Soy,Boosts Immunity
Fish (Pomfret) (104g),Seafood,32.0,20.8,22.9,39.0,0.7,199.4,7.5,57.1,1.51,0.2,290.2,4.8,47.0,111.7,High-Protein,None,Supports Bone Health
Carrot (110g),Vegetable,460.6,22.4,24.5,19.1,5.9,195.8,48.9,107.0,1.3,0.3,22.9,2.8,45.5,133.5,Low-Fat,Dairy,Boosts Immunity
Milk (Cow) (81g),Dairy,151.5,9.9,10.7,17.9,11.1,547.8,61.8,285.9,2.16,5.0,297.3,1.2,382.8,45.9,Vegan,Soy,Improves Digestion
Tomato (103g),Vegetable,555.5,23.0,26.9,36.7,2.3,424.9,54.0,271.8,0.36,6.7,97.5,4.1,142.6,20.1,Low-Fat,Gluten,Improves Digestion
White Rice (80g),Grain,519.8,24.5,23.4,9.6,1.9,357.9,71.7,390.5,1.96,1.2,134.0,3.7,62.1,51.8,Vegetarian,Dairy,Heart Healthy
Mutton (100g),Meat,306.6,12.3,29.2,36.5,7.7,111.4,85.0,368.6,0.92,5.5,166.2,2.5,216.8,38.4,Vegan,Soy,Heart Healthy
Rajma (Kidney Beans) (116g),Legume,470.4,20.4,6.7,6.1,4.5,163.4,76.6,145.0,1.14,1.4,41.9,4.6,147.5,128.2,Vegetarian,Gluten,Heart Healthy
Cauliflower (115g),Vegetable,583.7,22.9,7.4,49.8,0.9,111.1,86.6,281.6,0.91,0.4,289.8,1.9,282.1,101.1,Vegan,Nuts,Energy Boost
Mango (81g),Fruit,105.2,4.0,7.4,1.7,10.0,333.8,68.9,187.9,0.34,5.3,285.1,2.4,290.4,69.4,Vegan,Gluten,Boosts Immunity
Cauliflower (83g),Vegetable,531.1,1.3,22.6,30.7,0.3,666.3,61.2,350.4,1.33,8.3,276.6,2.6,285.2,66.4,Vegetarian,Gluten,Boosts Immunity
Rajma (Kidney Beans) (104g),Legume,587.2,3.6,6.4,37.5,2.8,147.8,67.1,223.7,2.02,8.2,145.8,1.6,258.5,125.0,Vegetarian,None,Improves Digestion
Muskmelon (107g),Fruit,132.9,3.2,2.4,36.6,10.2,23.4,25.4,216.6,0.16,6.0,229.4,1.6,222.9,97.6,Vegan,Dairy,Improves Digestion
Chapati (Whole Wheat) (116g),Grain,347.6,14.3,23.7,3.7,3.9,754.9,0.8,142.7,0.68,4.0,66.5,3.8,291.6,146.2,Vegan,Gluten,Heart Healthy
Green Peas (86g),Legume,311.3,19.5,0.8,48.0,5.8,695.2,3.4,64.5,1.64,0.9,191.5,4.8,96.5,36.3,Vegetarian,Dairy,Energy Boost
Rajma (Kidney Beans) (118g),Legume,397.8,23.3,10.3,47.3,4.2,288.9,77.0,172.4,2.14,7.8,122.4,1.1,246.1,15.9,Vegetarian,Soy,Heart Healthy
Cabbage (80g),Vegetable,102.7,21.8,16.5,58.2,9.4,70.6,8.5,125.5,2.24,1.7,91.2,1.9,40.2,31.0,Low-Fat,Gluten,Heart Healthy
Curd (108g),Dairy,397.2,3.9,3.8,34.6,0.7,687.3,36.1,342.8,2.2,1.4,116.4,4.2,381.1,59.2,Low-Fat,Soy,Heart Healthy
Curd (82g),Dairy,380.0,16.3,22.3,15.4,9.9,7.3,76.8,116.3,0.38,4.1,31.2,2.0,187.6,18.6,Low-Fat,Nuts,Energy Boost
Cucumber (86g),Vegetable,69.8,18.4,27.5,55.4,9.3,160.4,29.6,126.9,2.39,4.9,213.7,2.4,115.0,10.6,Vegetarian,Nuts,Supports Bone Health
Watermelon (93g),Fruit,205.7,1.3,18.1,23.4,11.3,289.8,38.7,189.4,0.13,8.7,286.3,3.4,111.6,97.2,Vegan,Dairy,Boosts Immunity
Almonds (105g),Nut,67.4,21.9,13.6,25.8,2.7,714.6,16.6,21.5,2.15,4.3,289.4,1.6,83.4,141.6,Low-Fat,Nuts,Energy Boost
Mango (107g),Fruit,225.7,17.5,11.7,1.6,9.4,478.1,7.0,267.2,1.48,3.3,296.0,4.7,298.4,111.8,High-Protein,None,Supports Bone Health
Cucumber (89g),Vegetable,309.7,8.3,23.8,40.8,3.3,578.1,88.9,377.3,2.06,6.4,195.3,2.9,19.4,113.1,Vegetarian,Nuts,Energy Boost
Mango (118g),Fruit,239.0,9.0,28.6,58.3,7.0,12.5,73.2,6.5,2.15,5.1,261.6,3.5,261.3,71.1,Low-Fat,Gluten,Improves Digestion
Soybeans (107g),Legume,323.4,19.2,3.5,11.4,5.3,142.3,53.5,217.1,0.92,8.5,209.7,2.2,116.9,95.0,Vegan,None,Boosts Immunity
Chapati (Whole Wheat) (81g),Grain,377.4,10.6,14.9,45.4,11.1,80.7,40.0,232.5,0.08,3.0,132.0,1.2,184.6,60.3,Vegetarian,Nuts,Boosts Immunity
Mutton (109g),Meat,259.5,20.6,21.1,44.7,0.3,300.3,20.2,113.4,2.11,2.7,253.2,4.0,168.8,40.0,Low-Fat,None,Boosts Immunity
Lentils (Toor Dal) (89g),Legume,478.5,21.1,15.6,44.7,3.9,137.2,51.5,172.0,1.33,4.0,188.7,2.0,25.4,140.1,Low-Fat,Dairy,Heart Healthy
Banana (105g),Fruit,544.4,13.2,13.2,6.9,9.7,403.9,56.8,313.7,2.02,6.3,85.5,2.8,379.7,34.5,Vegan,None,Heart Healthy
Spinach (120g),Vegetable,466.6,4.2,18.6,33.1,11.7,457.9,2.3,293.7,2.36,6.4,235.5,1.0,262.7,37.2,Vegetarian,Soy,Supports Bone Health
Fish (Pomfret) (96g),Seafood,402.4,7.2,28.1,38.0,7.7,463.9,9.3,183.7,1.43,1.2,91.9,4.5,41.6,76.7,High-Protein,Dairy,Heart Healthy
Cabbage (111g),Vegetable,481.4,10.6,14.6,37.9,2.7,336.5,80.1,253.4,1.08,1.7,96.6,4.5,265.6,96.5,Vegan,None,Improves Digestion
Mutton (110g),Meat,597.1,15.2,0.2,31.8,3.2,98.2,54.5,214.4,1.24,7.6,72.7,1.9,359.9,9.3,Vegetarian,Dairy,Boosts Immunity
Carrot (97g),Vegetable,178.7,5.4,2.8,42.8,7.9,374.2,72.8,174.4,2.27,9.2,82.5,1.1,339.2,109.0,Low-Fat,None,Energy Boost
Papaya (99g),Fruit,116.1,5.5,21.7,26.6,5.5,477.5,24.5,127.5,0.26,3.9,67.9,1.8,359.7,123.8,Low-Fat,Dairy,Boosts Immunity
Green Peas (96g),Legume,360.4,7.7,24.8,39.1,11.6,282.5,2.7,72.0,0.77,7.9,113.7,0.5,264.5,58.9,High-Protein,None,Boosts Immunity
Egg (80g),Protein,435.7,5.7,17.1,20.0,2.9,53.9,25.5,84.9,0.52,5.7,217.7,4.7,323.9,102.3,Diabetic-Friendly,Nuts,Heart Healthy
Egg (100g),Protein,134.9,1.7,14.9,3.8,3.4,96.3,40.8,240.6,1.42,2.4,16.2,0.2,314.4,88.5,Vegan,Nuts,Improves Digestion
Carrot (105g),Vegetable,41.5,13.6,15.9,20.9,0.4,376.4,74.7,166.0,0.72,3.2,110.3,0.5,311.0,76.6,Vegan,Nuts,Improves Digestion
Cucumber (111g),Vegetable,512.2,24.2,3.7,23.1,7.5,24.4,4.3,4.2,0.25,3.3,209.4,2.2,72.2,32.7,High-Protein,Soy,Boosts Immunity
Brown Rice (96g),Grain,532.3,1.6,1.5,19.0,3.3,550.6,71.2,151.8,1.68,9.3,179.2,0.7,131.1,26.5,Diabetic-Friendly,Nuts,Heart Healthy
Tomato (113g),Vegetable,326.0,14.7,19.9,58.6,4.0,585.0,20.3,105.5,0.71,0.9,172.0,4.4,265.5,111.6,Vegetarian,None,Boosts Immunity
Potato (83g),Root,143.2,16.9,14.1,23.7,6.0,273.0,73.3,304.6,1.23,3.2,283.9,3.6,263.8,127.9,Vegan,Dairy,Supports Bone Health
Fish (Rohu) (104g),Seafood,585.5,21.8,15.5,47.0,2.4,223.0,14.8,122.9,2.09,6.5,52.7,4.4,299.3,39.9,Low-Fat,Dairy,Improves Digestion
Lentils (Toor Dal) (110g),Legume,403.9,11.6,8.0,55.7,1.2,345.7,13.6,200.9,1.22,0.6,89.1,0.6,261.2,111.1,Low-Fat,Dairy,Improves Digestion
Apple (105g),Fruit,122.5,7.3,18.3,31.6,1.5,40.8,22.4,44.4,0.28,9.0,176.8,1.3,215.2,44.9,Diabetic-Friendly,Nuts,Heart Healthy
Bottle Gourd (86g),Vegetable,147.5,20.7,20.8,30.2,2.2,163.7,57.3,282.3,0.69,0.1,63.7,4.5,250.7,112.2,Vegetarian,Dairy,Improves Digestion
White Rice (90g),Grain,128.7,22.5,4.3,1.8,5.8,267.9,16.0,105.5,0.18,6.8,257.4,3.0,388.0,89.6,Low-Fat,Dairy,Heart Healthy
Tomato (82g),Vegetable,495.0,14.4,29.7,50.3,6.4,134.7,13.2,37.6,0.73,7.4,141.3,3.7,396.0,42.3,Low-Fat,Gluten,Improves Digestion
Cucumber (80g),Vegetable,500.1,7.9,10.1,31.6,8.0,692.2,75.9,193.7,0.65,5.2,195.5,0.8,167.1,36.9,Vegetarian,Gluten,Heart Healthy
Lentils (Toor Dal) (95g),Legume,355.0,17.5,13.0,13.2,1.3,736.6,34.0,43.2,0.66,6.3,168.0,4.6,395.0,132.0,Vegetarian,Gluten,Improves Digestion
Chicken Breast (105g),Meat,361.7,23.7,8.4,12.2,7.0,561.8,75.1,49.2,1.91,5.7,239.8,1.8,48.5,6.2,Vegetarian,Nuts,Supports Bone Health
Rajma (Kidney Beans) (98g),Legume,381.8,16.8,9.2,18.0,9.6,13.5,3.7,113.2,1.42,0.6,98.7,2.2,265.8,5.1,High-Protein,Dairy,Improves Digestion
Cashews (112g),Nut,405.9,19.3,4.7,6.1,3.4,796.7,17.7,234.1,0.19,2.3,147.2,1.8,325.6,97.4,Low-Fat,Nuts,Boosts Immunity
Curd (99g),Dairy,366.3,4.7,13.1,52.7,9.7,112.2,69.1,100.0,1.0,2.1,98.4,1.6,371.2,71.9,Vegetarian,Nuts,Heart Healthy
Cabbage (88g),Vegetable,325.4,17.5,15.2,41.4,4.4,284.0,42.0,384.6,1.11,9.1,17.7,3.9,39.9,25.4,High-Protein,Dairy,Energy Boost
Green Peas (103g),Legume,93.8,13.8,17.0,18.3,9.1,314.7,36.3,2.4,1.94,8.8,143.5,0.4,26.6,125.3,Vegan,Gluten,Energy Boost
Cabbage (98g),Vegetable,348.0,17.4,25.9,8.2,7.1,409.1,64.5,280.6,1.24,5.7,290.5,0.8,358.5,97.8,Vegetarian,Gluten,Improves Digestion
Spinach (111g),Vegetable,381.7,5.4,2.1,10.0,10.6,416.3,22.2,41.4,0.06,5.1,123.3,4.6,123.5,75.1,Vegetarian,Dairy,Energy Boost
Curd (119g),Dairy,415.2,21.6,18.6,26.5,7.7,148.7,73.7,263.0,0.41,7.4,168.5,2.4,119.6,101.8,Diabetic-Friendly,Nuts,Improves Digestion
Almonds (105g),Nut,243.8,20.1,14.0,49.0,1.9,227.5,10.8,155.8,1.39,0.4,198.6,3.3,180.6,136.7,High-Protein,Dairy,Heart Healthy
Cucumber (97g),Vegetable,25.3,4.4,15.1,51.8,2.7,722.1,47.3,205.2,0.42,1.6,200.2,2.9,186.5,129.5,Vegetarian,Gluten,Improves Digestion
Bottle Gourd (84g),Vegetable,551.4,16.3,11.4,28.8,8.0,461.3,83.5,310.2,1.26,1.4,104.0,4.8,142.5,94.5,Low-Fat,None,Boosts Immunity
Lentils (Toor Dal) (90g),Legume,154.4,16.8,15.0,41.1,4.0,186.0,69.5,366.9,1.91,1.1,265.4,3.7,156.7,146.1,Vegan,None,Energy Boost
Curd (87g),Dairy,41.7,18.9,13.3,23.1,7.6,24.5,15.7,43.1,1.08,1.4,194.8,2.8,82.3,76.2,High-Protein,Dairy,Supports Bone Health
Mango (107g),Fruit,492.0,20.3,5.8,35.3,7.6,535.3,18.3,324.0,2.14,3.7,128.3,2.8,33.4,31.9,Diabetic-Friendly,Nuts,Supports Bone Health
Orange (116g),Fruit,500.0,12.8,10.8,54.1,10.3,641.5,39.5,250.2,2.1,5.7,46.9,2.6,44.9,77.3,Vegan,Soy,Energy Boost
Chicken Breast (81g),Meat,149.9,23.5,27.7,15.8,8.5,55.3,78.4,387.2,0.18,5.8,257.4,4.7,202.5,62.9,Vegan,Soy,Boosts Immunity
Papaya (110g),Fruit,563.4,24.6,19.6,2.9,5.2,161.2,79.9,23.8,0.49,8.2,105.6,3.8,365.4,14.0,Low-Fat,None,Energy Boost
Pineapple (82g),Fruit,220.6,2.2,12.5,44.6,11.2,710.1,43.1,51.8,1.74,1.1,154.0,1.2,143.4,74.3,Vegetarian,None,Boosts Immunity
Lentils (Toor Dal) (92g),Legume,329.8,21.6,20.5,44.5,6.7,42.7,68.9,278.2,1.03,4.3,50.0,2.2,359.4,147.5,High-Protein,Gluten,Supports Bone Health
Chicken Breast (107g),Meat,552.5,6.3,2.9,1.6,5.1,602.3,72.7,214.5,0.11,8.0,263.2,1.3,27.5,13.2,Low-Fat,Dairy,Improves Digestion
Chickpeas (100g),Legume,222.8,16.6,7.4,18.3,7.4,383.5,11.0,30.7,0.6,5.5,153.5,3.7,146.0,137.7,Vegetarian,Nuts,Improves Digestion
Fish (Rohu) (115g),Seafood,189.8,16.5,15.9,16.8,8.4,403.3,4.9,360.2,1.69,6.3,91.1,1.1,59.2,146.5,Vegetarian,Gluten,Energy Boost
Orange (87g),Fruit,236.0,20.5,4.3,58.7,8.4,520.3,40.8,45.7,1.2,0.4,90.6,2.0,331.7,17.3,High-Protein,Soy,Heart Healthy
Potato (81g),Root,520.4,9.9,1.4,13.1,2.4,345.4,4.7,122.1,1.3,3.5,17.5,3.1,357.8,138.8,High-Protein,Soy,Supports Bone Health
Lentils (Toor Dal) (101g),Legume,441.0,15.7,26.0,47.2,11.2,602.2,72.7,221.3,2.29,9.3,93.4,5.0,216.2,66.5,Diabetic-Friendly,Soy,Improves Digestion
Mango (104g),Fruit,291.1,24.8,7.2,54.6,3.5,546.4,24.7,399.5,1.85,3.0,175.6,0.3,113.3,44.0,High-Protein,Soy,Boosts Immunity
Tomato (99g),Vegetable,349.7,8.4,8.0,11.5,5.7,352.5,42.0,386.4,1.15,8.5,73.2,0.4,375.8,45.1,Diabetic-Friendly,Soy,Improves Digestion
White Rice (108g),Grain,124.3,19.3,8.4,52.3,1.7,504.6,13.2,247.2,0.12,1.2,21.2,3.5,344.9,89.1,Vegan,Soy,Supports Bone Health
Brown Rice (96g),Grain,585.7,0.9,25.4,51.1,6.6,36.7,21.1,43.7,1.22,1.2,32.5,1.1,230.3,125.2,Low-Fat,None,Heart Healthy
Cashews (89g),Nut,34.3,15.4,10.9,58.5,10.8,300.4,84.8,117.6,0.07,3.7,94.4,0.8,238.5,20.4,Vegetarian,Gluten,Energy Boost
Green Peas (117g),Legume,433.4,23.5,11.4,35.4,8.0,120.9,68.6,259.7,2.29,9.6,297.8,2.9,399.1,96.4,Low-Fat,Soy,Boosts Immunity
Rajma (Kidney Beans) (83g),Legume,372.1,16.7,15.7,19.7,2.5,460.6,82.0,131.5,1.92,9.8,77.0,1.6,389.1,105.5,Low-Fat,Nuts,Improves Digestion
Chapati (Whole Wheat) (102g),Grain,345.1,2.4,10.9,29.6,2.9,629.3,20.7,331.1,2.37,9.3,81.0,4.6,271.3,101.6,Diabetic-Friendly,Gluten,Improves Digestion
Chicken Breast (100g),Meat,88.4,10.5,15.2,9.8,6.0,705.3,17.8,72.0,1.09,1.8,131.4,3.9,286.0,73.1,Vegan,Dairy,Boosts Immunity
Brinjal (81g),Vegetable,420.2,24.8,4.1,52.1,11.0,723.5,31.9,160.9,1.34,7.1,44.5,4.5,359.8,90.8,Diabetic-Friendly,None,Boosts Immunity
White Rice (102g),Grain,571.0,22.8,19.0,44.7,5.3,606.4,63.0,293.4,1.74,5.9,247.8,2.6,65.1,6.1,Diabetic-Friendly,Gluten,Heart Healthy
Fish (Pomfret) (100g),Seafood,274.4,13.0,17.7,56.7,1.3,238.6,30.7,225.7,2.15,5.8,254.8,2.2,132.5,51.2,Vegetarian,Dairy,Boosts Immunity
Orange (107g),Fruit,321.1,14.6,18.5,6.9,3.6,95.7,24.6,175.6,2.12,3.0,276.1,4.9,302.6,139.1,High-Protein,Dairy,Boosts Immunity
Orange (115g),Fruit,506.5,19.0,0.9,54.2,11.5,432.3,71.9,2.7,2.0,0.4,68.9,4.7,230.6,111.2,Diabetic-Friendly,Dairy,Heart Healthy
Cashews (87g),Nut,435.4,23.0,3.7,53.4,6.0,70.4,12.3,111.4,1.6,9.7,243.1,3.7,92.9,15.8,Vegetarian,Soy,Improves Digestion
Almonds (109g),Nut,385.8,13.1,23.3,42.7,3.9,739.9,39.0,372.9,1.91,3.2,254.0,3.3,351.6,10.2,Vegan,Dairy,Supports Bone Health
Papaya (104g),Fruit,525.8,5.9,6.0,28.7,5.9,150.5,44.7,52.7,1.52,1.0,159.7,3.6,89.6,68.0,Low-Fat,Soy,Energy Boost
Orange (91g),Fruit,42.5,17.4,18.4,38.2,3.0,279.6,47.7,381.7,2.11,8.4,263.8,3.4,198.6,96.4,Diabetic-Friendly,Gluten,Energy Boost
Sweet Potato (98g),Root,76.0,3.3,26.4,45.5,3.6,775.5,29.3,265.0,0.28,4.7,102.5,0.7,280.3,107.2,Low-Fat,Nuts,Energy Boost
Bitter Gourd (95g),Vegetable,36.8,7.1,6.5,51.2,5.0,450.2,29.1,270.0,0.99,8.1,133.3,1.4,26.6,75.4,Vegetarian,Gluten,Boosts Immunity
Groundnuts (108g),Nut,257.7,14.5,5.1,13.2,7.6,758.4,55.2,131.9,1.45,0.3,219.4,4.0,40.6,107.2,High-Protein,Soy,Boosts Immunity
Muskmelon (83g),Fruit,320.8,9.4,6.0,10.3,6.5,687.9,20.6,320.5,2.19,3.4,72.5,3.7,376.3,10.2,Vegan,Soy,Boosts Immunity
Green Peas (105g),Legume,479.0,1.5,8.6,2.4,7.7,550.8,3.0,300.0,1.95,3.8,126.2,4.1,351.3,130.0,Vegan,None,Energy Boost
Bitter Gourd (81g),Vegetable,28.6,20.8,18.2,10.0,8.9,634.3,17.5,242.3,0.75,3.3,158.6,0.2,113.2,34.4,High-Protein,Soy,Heart Healthy
Fish (Pomfret) (98g),Seafood,269.1,5.9,12.2,17.4,3.6,562.6,45.6,153.0,2.38,7.3,285.9,3.8,287.3,70.6,Diabetic-Friendly,None,Heart Healthy
Milk (Cow) (108g),Dairy,234.5,14.3,19.3,20.6,9.8,780.7,8.6,67.7,2.08,4.9,82.5,0.8,248.5,73.7,Diabetic-Friendly,Dairy,Boosts Immunity
Potato (96g),Root,258.9,18.6,25.0,3.2,8.3,479.4,78.4,107.3,0.5,5.7,151.7,2.5,384.0,39.2,Low-Fat,Nuts,Energy Boost
Tofu (85g),Soy Product,554.3,10.9,2.4,8.5,0.4,416.4,10.9,78.9,2.09,1.2,266.8,2.5,252.3,81.1,Vegetarian,Soy,Heart Healthy
Bottle Gourd (80g),Vegetable,192.1,11.2,8.9,55.4,8.2,418.5,55.4,148.7,1.56,1.5,161.7,1.1,247.5,108.6,Diabetic-Friendly,Soy,Improves Digestion
Sweet Potato (109g),Root,142.2,8.6,22.4,59.8,11.1,132.2,64.4,189.5,0.76,1.9,146.4,5.0,7.2,106.7,Vegetarian,None,Energy Boost
Cucumber (101g),Vegetable,74.9,15.8,17.9,4.9,7.7,706.8,31.0,5.7,0.46,2.9,274.3,2.2,293.1,58.3,Low-Fat,Gluten,Energy Boost
Soybeans (92g),Legume,64.9,4.2,21.9,17.5,3.3,82.8,71.7,234.9,1.84,3.4,233.9,3.0,114.5,122.1,Diabetic-Friendly,Nuts,Supports Bone Health
Mango (80g),Fruit,474.4,24.7,2.8,48.4,1.9,132.7,78.7,129.3,2.15,0.6,158.4,2.3,267.6,52.4,Diabetic-Friendly,None,Supports Bone Health
Tofu (105g),Soy Product,238.8,9.9,14.3,19.4,6.4,425.0,79.5,336.9,2.29,9.5,251.7,3.6,336.8,86.3,Low-Fat,Gluten,Boosts Immunity
Tofu (107g),Soy Product,398.2,4.9,26.0,51.5,9.3,277.4,38.2,246.8,2.1,9.2,65.4,1.9,373.6,149.3,Vegetarian,Nuts,Improves Digestion
Rajma (Kidney Beans) (92g),Legume,23.3,8.1,2.9,22.8,3.2,737.3,54.6,13.4,0.66,4.8,22.7,3.5,104.9,95.7,Diabetic-Friendly,None,Heart Healthy
Guava (120g),Fruit,283.6,4.8,22.5,39.2,6.6,84.0,33.3,245.2,1.71,7.1,61.3,4.3,37.7,125.9,Vegan,None,Heart Healthy
Watermelon (83g),Fruit,202.3,21.5,8.4,51.3,7.9,590.2,29.9,268.8,2.16,9.0,59.1,4.9,290.2,58.1,Vegan,Nuts,Heart Healthy
Brown Rice (84g),Grain,131.9,19.2,4.5,16.7,2.2,36.6,54.8,275.5,0.98,6.4,254.2,4.7,127.9,86.3,Vegan,Gluten,Heart Healthy
Mushroom (85g),Fungus,348.4,11.8,3.6,6.3,8.8,149.3,53.2,386.3,1.84,7.9,73.1,1.9,37.1,110.0,Vegetarian,Gluten,Supports Bone Health
Carrot (99g),Vegetable,50.9,17.8,5.4,9.3,3.9,181.5,16.9,353.4,0.43,3.0,212.3,1.4,198.5,88.9,High-Protein,Soy,Heart Healthy
Watermelon (90g),Fruit,41.3,21.0,11.6,32.7,2.7,562.0,31.2,324.4,1.91,2.2,212.9,2.6,332.8,120.2,Vegan,Soy,Supports Bone Health
Curd (93g),Dairy,291.3,1.3,3.5,39.8,2.4,112.7,52.8,148.9,0.91,5.9,19.8,3.5,253.6,131.1,Vegan,Dairy,Heart Healthy
Sweet Potato (101g),Root,215.3,22.6,5.7,22.1,2.1,437.9,67.7,175.6,1.48,6.0,211.4,3.7,192.1,40.3,High-Protein,Soy,Improves Digestion
Sweet Potato (105g),Root,194.1,24.3,26.3,46.0,10.8,406.1,37.9,309.6,2.29,4.1,18.3,2.6,369.3,133.6,Diabetic-Friendly,Dairy,Energy Boost
Carrot (88g),Vegetable,404.8,19.8,1.7,6.3,9.6,114.0,31.1,158.4,1.11,6.6,68.1,0.9,126.5,31.8,Vegetarian,Nuts,Boosts Immunity
